SMILES,Solvent,QY
F[B-]1(F)OC(/C=C/c2ccccc2)=CC(c2ccccc2)=[O+]1,C(Cl)Cl,0.02
COc1ccc(/C=C/C2=CC(c3ccccc3)=[O+][B-](F)(F)O2)cc1,C(Cl)Cl,0.055
COc1ccc2cc(/C=C/C3=CC(c4ccccc4)=[O+][B-](F)(F)O3)ccc2c1,C(Cl)Cl,0.43
O=C1/C(=C2\Sc3ccccc3C2=O)Sc2ccccc21,CN(C)C=O,0.353
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Cl)cc3C2=O)Sc2ccc(S(=O)(=O)Cl)cc21,CS(=O)C,0.012
O=C1/C(=C2\Sc3ccc(S(=O)(=O)O)cc3C2=O)Sc2ccc(S(=O)(=O)O)cc21,CN(C)C=O,0.25
CC(C)(C)NS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NC(C)(C)C)cc3C1=O)S2,CN(C)C=O,0.352
C=CCNS(=O)(=O)c1ccc2c(c1)C(=O)/C(=C1\Sc3ccc(S(=O)(=O)NCC=C)cc3C1=O)S2,CN(C)C=O,0.197
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,CS(=O)C,0.004
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,C1COCCO1,0.358
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,CO,0.006
O=C1/C(=C2\Sc3ccc(S(=O)(=O)Nc4ccccc4)cc3C2=O)Sc2ccc(S(=O)(=O)Nc3ccccc3)cc21,CN(C)C=O,0.018
CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,C(Cl)Cl,0.21
CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,C(Cl)Cl,0.62
CCCCn1c(-c2ccc(-c3nnc(-c4cccs4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,C(Cl)Cl,0.33
CCCCn1c(-c2ccc(-c3nnc(-c4ccccc4)o3)cc2)nc2c3ccccc3c3ccccc3c21,C(Cl)Cl,0.61
CCCCn1c(-c2ccc(-c3nnc(-c4ccc5ccccc5c4)o3)cc2)nc2c3ccccc3c3ccccc3c21,C(Cl)Cl,0.75
CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)n5CCCC)cc4)o3)cc2)nc(-c2ccccc2)c1-c1ccccc1,C(Cl)Cl,0.69
CCCCn1c(-c2ccc(-c3nnc(-c4ccc(-c5nc6c7ccccc7c7ccccc7c6n5CCCC)cc4)o3)cc2)nc2c3ccccc3c3ccccc3c21,C(Cl)Cl,0.78
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,C(Cl)Cl,0.41
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CC#N,0.55
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CO,0.39
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,C(Cl)Cl,0.57
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,CC#N,0.42
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,CO,0.34
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,C(Cl)Cl,0.48
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,CC#N,0.28
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,CO,0.28
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,C(Cl)Cl,0.44
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,CC#N,0.4
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,CO,0.39
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,C(Cl)Cl,0.39
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,CC#N,0.33
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,CO,0.27
COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,C(Cl)Cl,0.42
COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,CC#N,0.39
COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,CO,0.31
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,C(Cl)Cl,0.31
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,CC#N,0.26
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,CO,0.25
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,C(Cl)Cl,0.16
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,CC#N,0.11
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,CO,0.17
COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,C(Cl)Cl,0.36
COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,CC#N,0.39
COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,CO,0.26
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,C(Cl)Cl,0.45
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,CC#N,0.27
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,CO,0.34
COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,C1CCCCC1,0.38
COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,C(Cl)Cl,0.41
COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,CC#N,0.26
COc1c2ccccc2c(OC)c2c1c1c(F)cccc1n2C,CO,0.33
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,C(Cl)Cl,0.37
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,CC#N,0.34
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,CO,0.33
COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.25
COc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.33
COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.25
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.19
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.31
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.2
CCOc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.36
CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,C(Cl)(Cl)Cl,0.26
COc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,0.62
COc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,CCO,0.57
COc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,CCO,0.39
COc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,CCO,0.52
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,0.6
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,0.52
CCOc1ccc2c(-c3nc(-c4ccccc4F)no3)cc(=O)oc2c1,CCO,0.64
CCOc1ccc2c(-c3nc(-c4ccccc4Cl)no3)cc(=O)oc2c1,CCO,0.52
CCOc1ccc2c(-c3nc(-c4cccc(C)c4)no3)cc(=O)oc2c1,CCO,0.68
[O-][n+]1c(/C=C/c2ccccc2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,0.21
Cc1cccc(C)c1/C=C/c1nc(N2CCOCC2)c2c([n+]1[O-])CCCC2,C(Cl)Cl,0.29
CN(C)c1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,C(Cl)Cl,0.01
COc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,C(Cl)Cl,0.12
CCOc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,C(Cl)Cl,0.21
COc1cc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc(OC)c1OC,C(Cl)Cl,0.23
O=Cc1ccc(/C=C/c2nc(N3CCOCC3)c3c([n+]2[O-])CCCC3)cc1,C(Cl)Cl,0.025
[O-][n+]1c(/C=C/c2ccc(/C=C/c3ccccc3)cc2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,0.04
CCCCNc1nc(/C=C/c2ccccc2)[n+]([O-])c2c1CCCC2,C(Cl)Cl,0.2
COc1ccc(Nc2nc(/C=C/c3ccccc3)[n+]([O-])c3c2CCCC3)cc1,C(Cl)Cl,0.13
[O-][n+]1c(/C=C/c2ccc3ccccc3c2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,0.05
[O-][n+]1c(/C=C/c2cc3cccc4c5cccc6cccc(c(c2)c34)c65)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,0.04
[O-][n+]1c(/C=C/c2cccs2)nc(N2CCOCC2)c2c1CCCC2,C(Cl)Cl,0.006
[O-][n+]1c(-c2ccccc2)cc(N2CCOCC2)nc1/C=C/c1ccccc1,C(Cl)Cl,0.2
[O-][n+]1c(-c2ccc(Br)cc2)cc(N2CCOCC2)nc1/C=C/c1ccccc1,C(Cl)Cl,0.15
CCN(CC)c1ccc2cc(CN)c(=N)oc2c1,C(Cl)Cl,0.84
COc1ccc2cc(CN)c(=N)oc2c1,C(Cl)Cl,0.21
COc1cccc2cc(CN)c(=N)oc12,C(Cl)Cl,0.013
COc1ccc2oc(=N)c(CN)cc2c1,C(Cl)Cl,0.062
CCOC(=O)/N=c1/oc2cc(N(CC)CC)ccc2cc1CN,C(Cl)Cl,0.85
CCOC(=O)/N=c1/oc2ccc(OC)cc2cc1CN,C(Cl)Cl,0.047
CCOC(=O)/N=c1/oc2cc(OC)cc(OC)c2cc1CN,C(Cl)Cl,0.059
CCN(CC)c1ccc2cc(CN)c(=O)oc2c1,C(Cl)Cl,0.82
CCN(CC)c1ccc2ccc(=O)oc2c1,C(Cl)Cl,0.9
c1cc2ccc3cccc4ccc(c1)c2c34,C1CCCCC1,0.53
c1cc2ccc3cccc4ccc(c1)c2c34,C(Cl)(Cl)Cl,0.14
NCc1ccc2ccc3cccc4ccc1c2c34,CO,0.3
NCc1ccc2ccc3cccc4ccc1c2c34,CC#N,0.52
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,CO,0.14
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,CC#N,0.04
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,C(Cl)(Cl)Cl,0.08
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],C1CCCCC1,0.07
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],CO,0.04
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],CC#N,0.03
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],C(Cl)(Cl)Cl,0.02
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,C1CCCCC1,0.2
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,CO,0.18
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,CC#N,0.015
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,C(Cl)(Cl)Cl,0.03
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],C1CCCCC1,0.11
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],CO,0.03
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],CC#N,0.01
CC1(C)CC(/N=C/c2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1[O],C(Cl)(Cl)Cl,0.02
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,C1CCOC1,0.855
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,CC(=O)C,0.609
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,CN(C)C=O,0.775
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,CS(=O)C,0.63
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,CO,0.738
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,CC#N,0.679
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,C1CCOC1,0.157
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CC(=O)C,0.103
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CN(C)C=O,0.12
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CS(=O)C,0.114
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CO,0.067
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,CC#N,0.109
Cn1c(/C=C/c2ccc(/C=C/c3nc4ccccc4[nH]3)cc2)[n+](C)c2ccccc21,O,0.044
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,CC1=CC=CC=C1,0.513
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,C(Cl)Cl,0.291
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,C1CCOC1,0.665
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,CCOC(=O)C,0.567
c1ccc2c(c1)CCc1c-2cnc2c1-c1ccccc1CC2,CS(=O)C,0.227
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCCCCC,0.001
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC1=CC=CC=C1,0.002
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)Cl,0.01
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,0.009
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCOC(=O)C,0.03
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,0.002
c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC#N,0.001
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCCCCC,0.015
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC1=CC=CC=C1,0.011
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)Cl,0.051
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,0.027
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,0.017
COc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC#N,0.007
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCCCCC,0.05
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC1=CC=CC=C1,0.112
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)Cl,0.269
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,0.396
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCOC(=O)C,0.164
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,0.08
CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CS(=O)C,0.215
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCCCCC,0.112
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC1=CC=CC=C1,0.123
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)Cl,0.446
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,0.437
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CCOC(=O)C,0.321
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CO,0.106
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CS(=O)C,0.494
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C(Cl)Cl,0.059
O=[N+]([O-])c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CC#N,0.037
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCCCCC,0.048
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CC1=CC=CC=C1,0.007
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,C(Cl)Cl,0.066
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,C1CCOC1,0.05
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCOC(=O)C,0.188
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CO,0.048
COc1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CS(=O)C,0.039
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCCCCC,0.193
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CC1=CC=CC=C1,0.125
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,C1CCOC1,0.379
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCOC(=O)C,0.183
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CO,0.116
CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CC#N,0.191
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCCCCC,0.209
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CC1=CC=CC=C1,0.427
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,C1CCOC1,0.74
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CCOC(=O)C,0.565
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CO,0.148
CCN(CC)c1ccc(-c2nc3c(c4c2-c2ccc(CN)cc2CC4)-c2ccc(CN)cc2CC3)cc1,CC#N,0.339
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CCCCCC,0.3
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CC1=CC=CC=C1,0.014
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,C(Cl)Cl,0.292
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,C1CCOC1,0.043
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CCOC(=O)C,0.015
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CO,0.01
NCc1ccc2c(c1)CCc1nc(-c3ccc([N+](=O)[O-])cc3)c3c(c1-2)CCc1cc(CN)ccc1-3,CC#N,0.039
c1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.1666
COc1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.1246
Clc1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.1622
Fc1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.1525
Brc1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.0499
O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.0001
Oc1ccc(Nc2ccc3ccccc3n2)cc1,CC1=CC=CC=C1,0.0965
c1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.1221
Cc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.1062
CCc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.1022
COc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.0111
Fc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.0765
Brc1ccc(Nc2ccc3ccccc3n2)cc1,CCOC(=O)C,0.0346
c1ccc(Nc2ccc3ccccc3n2)cc1,CCO,0.0125
CCc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,0.0043
COc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,0.0008
Brc1ccc(Nc2ccc3ccccc3n2)cc1,CCO,0.0163
O=[N+]([O-])c1ccc(Nc2ccc3ccccc3n2)cc1,CCO,0.0007
COc1cc(/C=C/CO)ccc1O,O,0.1
COc1cc(/C=C/C(=O)O)ccc1O,O,0.002
[NH3+]C(Cc1c[nH]c2ccccc12)C(=O)[O-],O,0.15
C(=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)\c1ccc(-c2nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)nc(-c3ccc(/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)n2)cc1,C(Cl)(Cl)Cl,0.27
CCN(CC)c1ccc2cc3c(cc2c1)C1(c2ccccc2Oc2ccccc21)c1cc2cc(N(CC)CC)ccc2cc1C3=O,CC#N,0.5
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CN(C)C=O,0.36
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CCO,0.15
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CO,0.24
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,C(Cl)(Cl)Cl,0.053
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,C(Cl)Cl,0.037
COc1ccc(/C=C/C(=O)c2ccccc2O)cc1OC,CC#N,0.28
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,0.003
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CCO,0.048
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,0.01
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,C1CCOC1,0.006
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CCO,0.043
CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CSCc3ccc(C)cc3)NC(=O)OC(C)(C)C)ccc12,CS(=O)C,0.025
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,0.68
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,0.66
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,CCO,0.88
Nc1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[NH2+])cc-3oc2c1,CCO,0.88
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,CCO,0.95
CCCCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,0.3
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2cc(N(CC)CC)ccc12,O,0.34
CCN(CC)c1ccc2c(-c3ccc(S(=O)(=O)O)cc3S(=O)(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,0.36
COC(=O)c1ccccc1-c1c2ccc(=[NH2+])cc-2oc2cc(N)ccc12,O,0.89
CCN(CC)c1ccc2cc3ccc(=[N+](CC)CC)cc-3oc2c1,O,0.94
