SMILES,Solvent,Ex (nm),Em (nm),ST (nm),QY,AC(cm-1M-1),LogAC
BrC1=C(Br)c2nc1c(-c1ccccc1)c1[nH]c(c(-c3ccccc3)c3nc(c(-c4ccccc4)c4[nH]c(c2-c2ccccc2)c(-c2ccccc2)c4-c2ccccc2)C(Br)=C3Br)c(-c2ccccc2)c1-c1ccccc1,CH2Cl2,NA,NA,NA,NA,147911,5.17
BrC1=C(Br)c2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(Br)c3Br)c2-c2ccccc2)C(Br)=C1Br,CH2Cl2,NA,NA,NA,NA,171000,5.233
BrC1=C(Br)c2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(Br)=C1Br,CH2Cl2,NA,NA,NA,NA,245469,5.39
BrC1=C(Br)c2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(Br)=C1Br,DMF,NA,NA,NA,NA,181970,5.26
BrC1=C(Br)c2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(Br)=C1Br,CHCl3,NA,NA,NA,NA,288403,5.46
BrC1=C(c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)CCC1,CHCl3,NA,NA,NA,NA,501187,5.7
BrC1=C(c2ccccc2)C2=C(c3ccccc3)c3c(Br)c(Br)c4n3[Ni+2]n3c(c(Br)c(Br)c3=C(c3ccccc3)C3=NC(=C4c4ccccc4)C(c4ccccc4)=C3c3ccccc3)=C(c3ccccc3)C1=N2,CH2Cl2,NA,NA,NA,NA,223872,5.35
BrC1=C(c2ccccc2)C2=C(c3ccccc3)c3c(Br)c(Br)c4n3[Zn+2]n3c(c(Br)c(Br)c3=C(c3ccccc3)C3=NC(=C4c4ccccc4)C(c4ccccc4)=C3c3ccccc3)=C(c3ccccc3)C1=N2,CH2Cl2,NA,NA,NA,NA,165959,5.22
BrC1=C(c2ccccc2)c2nc1c(-c1ccccc1)c1[nH]c(c(Br)c1Br)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(Br)c3Br)c2-c2ccccc2)C(c2ccccc2)=C1c1ccccc1,CH2Cl2,NA,NA,NA,NA,199526,5.3
BrC1=CC=CN2B1C=Cc1c2ccc2ccccc12,Cyclohexane,321,373,52,0.01,31150,4.4935
BrC1=CC=CN2B1C=Cc1ccccc12,Cyclohexane,300,371,71,0.0049,11170,4.0481
BrC1=CC2=C(c3ccccc3)c3ccc4n3[Zn+2]n3c(ccc3=C(c3ccccc3)C3=NC(=C4Br)C=C3)=CC1=N2,CH2Cl2,NA,NA,NA,NA,398107,5.6
BrC1=CC2=NC1=C(c1ccc(Br)cc1)c1ccc3n1[Zn+2]n1c(ccc1=C2c1ccc(Br)cc1)=C(c1ccc(Br)cc1)C1=NC(=C3c2ccc(Br)cc2)C=C1,CHCl3,NA,NA,NA,NA,467735,5.67
BrC1=CC2=NC1=C(c1ccccc1)c1ccc3n1[Cd+2]n1c(ccc1=C2c1ccccc1)=C(c1ccccc1)C1=NC(=C3c2ccccc2)C=C1,DMF,NA,NA,NA,NA,263027,5.42
BrC1=CC2=NC1=C(c1ccccc1)c1ccc3n1[Zn+2]n1c(ccc1=C2c1ccccc1)=C(c1ccccc1)C1=NC(=C3c2ccccc2)C=C1,EtOH,NA,NA,NA,NA,660000,5.8195
BrC1=Cc2nc1c(-c1ccc(Br)cc1)c1ccc([nH]1)c(-c1ccc(Br)cc1)c1nc(c(-c3ccc(Br)cc3)c3ccc([nH]3)c2-c2ccc(Br)cc2)C=C1,CHCl3,NA,NA,NA,NA,426580,5.63
BrC1=Cc2nc1c(-c1ccccc1)c1cc(Br)c([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3cc(Br)c([nH]3)c2-c2ccccc2)C(Br)=C1,CH2Cl2,NA,NA,NA,NA,251187,5.4
BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(Br)=C1,CH2Cl2,NA,NA,NA,NA,288500,5.4601
BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C(CCc2ccc(C3OCCO3)cc2)=C1,CH2Cl2,NA,NA,NA,NA,170900,5.2327
BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CH2Cl2,NA,NA,NA,NA,380189,5.58
BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CHCl3,NA,NA,NA,NA,380189,5.58
BrC1=Cc2nc1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,DMF,NA,NA,NA,NA,204174,5.31
BrC1=Cc2nc1cc1ccc([nH]1)c(-c1ccccc1)c1nc(c(Br)c3ccc([nH]3)c2-c2ccccc2)CC1,CH2Cl2,NA,NA,NA,NA,188500,5.2753
BrC1=CN2C[n+]3cc(Br)cc(Br)c3N=C2C(Br)=C1,DMSO,449,494,45,NA,15079,4.1784
BrC1=CN2C[n+]3cc(Br)ccc3N=C2C=C1,MeOH,434,476,42,NA,17717,4.2484
BrC1=Nc2c(Br)c1c(-c1ccccc1)c1ccc([nH]1)c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c2-c2ccccc2)C=C1,CH2Cl2,NA,NA,NA,NA,128825,5.11
Brc1c(Br)c2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1,CH2Cl2,NA,NA,NA,NA,223872,5.35
Brc1c(Br)c2n3c1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1c(Br)c(Br)c(n1[Co+2]3)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,CHCl3,NA,NA,NA,NA,120226,5.08
Brc1c(Br)c2n3c1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1c(Br)c(Br)c(n1[Co+2]3)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,CH2Cl2,NA,NA,NA,NA,204174,5.31
Brc1c(Br)c2n3c1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1ccc(n1[Pt+2]3)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,CH2Cl2,NA,NA,NA,NA,244100,5.3876
Brc1c2c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c1N=C2)C=C3,CH2Cl2,NA,NA,NA,NA,141254,5.15
Brc1c2ccccc2c(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)c2ccccc12,MeOH,400,NA,NA,NA,NA,NA
Brc1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(Br)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,CHCl3,NA,NA,NA,NA,354811,5.55
Brc1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,CHCl3,NA,NA,NA,NA,389045,5.59
Brc1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)C=C2,CH2Cl2,NA,NA,NA,NA,288403,5.46
Brc1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)C=C2,CHCl3,NA,NA,NA,NA,338842,5.53
Brc1c2nc(c(-c3ccccc3)c3ccc(cc4nc(c(-c5ccccc5)c5ccc1[nH]5)C=C4)[nH]3)CC2,CH2Cl2,NA,NA,NA,NA,188500,5.2753
Brc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c(Br)cc1/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1,CH2Cl2,425,528,103,0.34,NA,NA
Brc1cc(Br)c([C](c2c(Br)cc(Br)cc2Br)c2c(Br)cc(Br)cc2Br)c(Br)c1,CCl4,NA,NA,NA,NA,26797,4.4281
Brc1cc(Br)cc(C2=C3C=CC(=N3)C(c3cc(Br)cc(Br)c3)=c3ccc4n3[Pd+2]n3c2ccc3C(c2cc(Br)cc(Br)c2)=C2C=CC(=N2)C=4c2cc(Br)cc(Br)c2)c1,MeCN,NA,NA,NA,NA,45709,4.66
Brc1cc2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3[nH]c(c(Br)c3Br)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1,CH2Cl2,NA,NA,NA,NA,275423,5.44
Brc1cc2[nH]c1c(-c1ccccc1)c1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1,CH2Cl2,NA,NA,NA,NA,354813,5.55
Brc1cc2[nH]c1cc1nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3)c3nc(c2-c2ccccc2)C=C3)C=C1,CHCl3,NA,NA,NA,NA,398107,5.6
Brc1cc2n3c1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1c(Br)c(Br)c(n1[Zn+2]3)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,CH2Cl2,NA,NA,NA,NA,389045,5.59
Brc1cc2n3c1C(c1ccccc1)=C1C=CC(=N1)C(c1ccccc1)=c1ccc(n1[Pd+2]3)=C(c1ccccc1)C1=NC(=C2c2ccccc2)C=C1,CHCl3,NA,NA,NA,NA,257040,5.41
Brc1cc2nc3cc4oc(-c5ccccc5)c(-c5ccccc5)c5cccc(c3nc2cc1Br)c45,CH2Cl2,518,580,62,0.12,NA,NA
Brc1ccc(/C=C/c2ccncn2)cc1,CH2Cl2,317,410,93,0.01,11800,4.0719
Brc1ccc(/C=C/c2cnc3ccccc3n2)cc1,CH2Cl2,369,455,86,0.02,13400,4.1271
Brc1ccc(/C=C/N(c2ccccc2)c2ccccc2)cc1,Toluene,347,405,58,0.01,28820,4.4597
Brc1ccc(C(c2ccc(-c3ccc(-c4cccs4)s3)cc2)(c2ccc(-c3ccc(-c4cccs4)s3)cc2)c2ccc(-c3ccc(-c4cccs4)s3)cc2)cc1,THF,NA,NA,NA,NA,42000,4.6232
Brc1ccc(C(c2ccc(N3N=C(c4ccccc4)CC3c3ccccc3)cc2)c2ccc(N3N=C(c4ccccc4)CC3c3ccccc3)cc2)cc1,Toluene,NA,NA,NA,NA,19953,4.3
Brc1ccc(C=Cc2ccc3c4c(ccc3c2)OC(c2ccccc2)(c2ccccc2)C4=C=C(c2ccccc2)c2ccccc2)cc1,THF,463,NA,NA,NA,NA,NA
Brc1ccc(C2=C(c3ccc(Br)cc3)C3=NC2=Cc2c(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)c4n2[Cd+2]n2c(c(-c5ccc(Br)cc5)c(-c5ccc(Br)cc5)c2=CC2=NC(=C4)C(c4ccc(Br)cc4)=C2c2ccc(Br)cc2)=C3)cc1,DMF,NA,NA,NA,NA,123027,5.09
Brc1ccc(C2=C(c3ccc(Br)cc3)c3cc4[nH]c(cc5nc(cc6[nH]c(cc2n3)c(-c2ccc(Br)cc2)c6-c2ccc(Br)cc2)C(c2ccc(Br)cc2)=C5c2ccc(Br)cc2)c(-c2ccc(Br)cc2)c4-c2ccc(Br)cc2)cc1,CHCl3,NA,NA,NA,NA,316228,5.5
Brc1ccc(C2=C3C=CC(=N3)C(c3ccc(Br)cc3)=c3ccc4n3[Au+3]n3c2ccc3C(c2ccc(Br)cc2)=C2C=CC(=N2)C=4c2ccc(Br)cc2)cc1,CH2Cl2,NA,NA,NA,NA,338844,5.53
Brc1ccc(C2=C3C=CC(=N3)C(c3ccc(Br)cc3)=c3ccc4n3[Co+2]n3c2ccc3C(c2ccc(Br)cc2)=C2C=CC(=N2)C=4c2ccc(Br)cc2)cc1,CHCl3,NA,NA,NA,NA,371535,5.57
Brc1ccc(C2=C3C=CC(=N3)C(c3ccc(Br)s3)=c3ccc4n3[Ni+2]n3c2ccc3C(c2ccc(Br)s2)=C2C=CC(=N2)C=4c2ccc(Br)s2)s1,CH2Cl2,NA,NA,NA,NA,363078,5.56
Brc1ccc(C2=C3C=CC(=N3)C(c3ccc(Br)s3)=c3ccc4n3[Zn+2]n3c2ccc3C(c2ccc(Br)s2)=C2C=CC(=N2)C=4c2ccc(Br)s2)s1,CH2Cl2,NA,NA,NA,NA,204174,5.31
Brc1ccc(C2=C3C=CC(=N3)C(c3ccccc3)=c3ccc4n3[Ni+2]n3c(ccc32)C(c2ccccc2)=C2C=CC(=N2)C=4c2ccccc2)cc1,CH2Cl2,NA,NA,NA,NA,251189,5.4
Brc1ccc(-c2c3cc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)N=C3)cc1,CH2Cl2,NA,NA,NA,NA,121000,5.0828
Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([n-]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[n-]5)C=C4)C=C3)cc1,CH2Cl2,NA,NA,NA,NA,102329,5.01
Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,Pyridine,NA,NA,NA,NA,489777,5.69
Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CHCl3,NA,NA,NA,NA,478630,5.68
Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc(cc5nc(cc6ccc2[nH]6)C=C5)[nH]4)C=C3)cc1,CH2Cl2,NA,NA,NA,NA,229087,5.36
Brc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,CH2Cl2,NA,NA,NA,NA,380189,5.58
Brc1ccc(-c2cc(-c3ccccc3)nc(-c3ccccc3)c2)cc1,EtOH,315,NA,NA,NA,NA,NA
Brc1ccc(-c2cc(-c3ccccn3)nc3ccc4ccccc4c23)cc1,EtOH,NA,NA,NA,NA,53703,4.73
Brc1ccc(-c2cc(-c3cccnc3)nc3ccc4ccccc4c23)cc1,EtOH,NA,NA,NA,NA,51286,4.71
Brc1ccc(-c2cc3cccc(Cc4ccccc4)c3[nH]2)cc1,EtOH,NA,NA,NA,NA,45709,4.66
Brc1ccc(-c2ccc(Br)cc2)cc1,Ethyl acetate,399,NA,NA,NA,NA,NA
Brc1ccc(-c2ccc3cc4ccccc4nc3n2)cc1,Acetone,398,NA,NA,NA,NA,NA
Brc1ccc(-c2cn3ccc(C=Cc4ccccc4)cc3n2)cc1,Toluene,416,NA,NA,NA,NA,NA
Brc1ccc(-c2cn3ccc(C=Cc4cccs4)cc3n2)cc1,Toluene,393,NA,NA,NA,25119,4.4
Brc1ccc(-c2nc(-c3ccc(-c4nc(-c5ccc(Br)cc5)c(-c5ccc(Br)cc5)[nH]4)cc3)[nH]c2-c2ccc(Br)cc2)cc1,DMSO,389,413,24,0.49,NA,NA
Brc1ccc(-c2nc(-c3ccc(CCc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)nc(-c3ccc(CCc4ccc(-n5c6ccccc6c6ccccc65)cc4)cc3)n2)cc1,THF,NA,465,NA,0.68,NA,NA
Brc1ccc(-c2nc3c(c4c2-c2ccc(Br)cc2CC4)-c2ccc(Br)cc2CC3)cc1,CHCl3,323,NA,NA,NA,48000,4.6812
Brc1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,CHCl3,325,NA,NA,NA,37800,4.5775
Brc1ccc(-c2nc3cc(Br)ccc3nc2Cc2ccccc2)cc1,MeOH,NA,NA,NA,NA,45300,4.6561
Brc1ccc(-c2nc3ccccc3nc2Cc2ccccc2)cc1,MeOH,NA,NA,NA,NA,38400,4.5843
Brc1ccc(-c2nc3sc4ccccc4c3s2)cc1,DMSO,353,420,67,0.88,22660,4.3553
Brc1ccc(-c2nnc3ccccn23)cc1,CH2Cl2,289,399,110,NA,34600,4.5391
Brc1ccc(-c2oc3cc4nc5ccccc5nc4c4cccc(c2-c2ccc(Br)cc2)c34)cc1,CH2Cl2,488,539,51,0.39,NA,NA
Brc1ccc(-c2oc3ccc4oc(-c5ccc(Br)cc5)c(-c5ccc(Br)cc5)c5ccc(c2-c2ccc(Br)cc2)c3c45)cc1,CH2Cl2,501,600,99,0.0067,19960,4.3002
Brc1ccc(Cc2c(-c3ccccc3)cc(-c3ccccc3)[o+]c2-c2ccccc2)cc1,MeCN,NA,NA,NA,NA,26303,4.42
Brc1ccc(Cc2c(-c3ccccc3)cc(-c3ccccc3)nc2-c2ccccc2)cc1,Dioxane,NA,NA,NA,NA,28184,4.45
Brc1ccc(COc2cccc(-c3c4nc(c(-c5cccc(OCc6ccc(Br)cc6)c5)c5ccc([nH]5)c(-c5cccc(OCc6ccc(Br)cc6)c5)c5nc(c(-c6cccc(OCc7ccc(Br)cc7)c6)c6ccc3[nH]6)C=C5)C=C4)c2)cc1,Ethyl acetate,NA,NA,NA,NA,104713,5.02
Brc1ccc(N(c2ccc(/C=C/c3ccncn3)cc2)c2ccc(/C=C/c3ccncn3)cc2)cc1,CH2Cl2,417,555,138,0.69,27900,4.4456
Brc1ccc(N/C=C/C=[NH+]c2ccc(Br)cc2)cc1,DMSO,386,497,111,0.07,24500,4.3892
Brc1ccc(N2c3c(sc4ccccc34)Sc3sc4ccccc4c32)cc1,CH2Cl2,309,NA,NA,NA,NA,NA
Brc1ccc(-n2cccc2)cc1,CHCl3,315,NA,NA,NA,NA,NA
Brc1ccc(-n2s/c(=N/c3ccccc3)nc2Cc2ccccc2)cc1,MeOH,NA,NA,NA,NA,54954,4.74
Brc1ccc(NC2=CC3=C(c4ccccc4)c4ccc5n4[Ni+2]n4c(ccc4=C(c4ccccc4)C2=N3)=C(c2ccccc2)C2=NC(=C5c3ccccc3)C=C2)cc1,CH2Cl2,NA,NA,NA,NA,158489,5.2
Brc1ccc(NC2=Cc3nc2c(-c2ccccc2)c2ccc([nH]2)c(-c2ccccc2)c2nc(c(-c4ccccc4)c4ccc([nH]4)c3-c3ccccc3)C=C2)cc1,CH2Cl2,NA,NA,NA,NA,199526,5.3
Brc1ccc(Nc2ccc3ccccc3n2)cc1,Toluene,347,399,52,0.0499,10722,4.0303
Brc1ccc(Nc2ccc3ccccc3n2)cc1,Ethyl acetate,347,409,62,0.0346,12245,4.088
Brc1ccc(Nc2ccc3ccccc3n2)cc1,EtOH,351,444,93,0.0163,16419,4.2153
Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,DMF,350,410,60,0.42,33100,4.5198
Brc1ccc2[nH]c3ccc(Br)cc3c2c1,Cyclohexane,412,NA,NA,NA,NA,NA
Brc1ccc2c(c1)C=C1B(N2)OB2Nc3ccc(Br)cc3C=C2C(c2ccccc2)=C1c1ccccc1,CH2Cl2,420,433,13,0.24,23810,4.3768
Brc1ccc2c(c1)Cc1cc(Br)ccc1-2,Ethyl acetate,411,NA,NA,NA,NA,NA
Brc1ccc2c(c1)CCc1nc(-c3ccccc3)c3c(c1-2)CCc1cc(Br)ccc1-3,CHCl3,343,NA,NA,NA,99700,4.9987
Brc1ccc2cc3c4ccccc4nc(-c4ccco4)c3n2c1,DMSO,411,487,76,0.03,9314,3.9691
Brc1ccc2nc(Cc3ccccc3)c(-c3ccccc3)nc2c1,MeOH,NA,NA,NA,NA,41800,4.6212
Brc1cccc(Br)c1-c1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3c(Br)cccc3Br)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,446683,5.65
Brc1cccc(Br)c1-c1c2nc(cc3ccc([nH]3)c(-c3c(Br)cccc3Br)c3nc(cc4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,537031,5.73
Brc1cccc(C=NCCN=Cc2cccc(Br)c2)c1,CH2Cl2,244,NA,NA,NA,21137,4.325
Brc1cccc(C2=C3C=CC(=N3)C(c3cccc(Br)c3)=c3ccc4n3[Zn+2]n3c2ccc3C(c2cccc(Br)c2)=C2C=CC(=N2)C=4c2cccc(Br)c2)c1,Toluene,NA,NA,NA,NA,195165,5.2904
Brc1cccc(-c2c3nc(c(-c4cccc(Br)c4)c4ccc([nH]4)c(-c4cccc(Br)c4)c4nc(c(-c5cccc(Br)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CH2Cl2,NA,NA,NA,NA,407380,5.61
Brc1cccc(-c2c3nc(c(-c4cccc(Br)c4)c4ccc([nH]4)c(-c4cccc(Br)c4)c4nc(c(-c5cccc(Br)c5)c5ccc2[nH]5)C=C4)C=C3)c1,Pyridine,NA,NA,NA,NA,489777,5.69
Brc1cccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)c1,CHCl3,NA,NA,NA,NA,630957,5.8
Brc1ccccc1-c1c2nc(c(-c3ccccc3)c3ccc([nH]3)c(-c3ccccc3Br)c3nc(c(-c4ccccc4)c4ccc1[nH]4)C=C3)C=C2,CHCl3,NA,NA,NA,NA,269153,5.43
Brc1ccccc1-c1c2nc(c(-c3ccccc3Br)c3ccc([nH]3)c(-c3ccccc3Br)c3nc(c(-c4ccccc4Br)c4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,338844,5.53
Brc1cnc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)s1,MeOH,369,493,124,0.04,41800,4.6212
Brc1cnc(-c2ccncc2)s1,MeOH,306,396,90,0.02,4910,3.6911
Brc1nnc(N=Nc2ccc(-c3cccs3)s2)s1,DMSO,510,NA,NA,NA,NA,NA
BrCc1cc(CBr)cc(-c2c3nc(c(-c4cc(CBr)cc(CBr)c4)c4ccc([nH]4)c(-c4cc(CBr)cc(CBr)c4)c4nc(c(-c5cc(CBr)cc(CBr)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CH2Cl2,NA,NA,NA,NA,531000,5.7251
BrCc1ccc(-c2c3nc(c(-c4ccc(CBr)cc4)c4[nH]c(c(-c5ccc(CBr)cc5)c5nc(c(-c6ccc(CBr)cc6)c6ccc2[nH]6)C(c2ccccc2)=C5c2ccccc2)c(-c2ccccc2)c4-c2ccccc2)C=C3)cc1,Toluene,NA,NA,NA,NA,263000,5.42
BrCc1ccc(-c2c3nc(c(-c4ccc(CBr)cc4)c4ccc([nH]4)c(-c4ccc(CBr)cc4)c4nc(c(-c5ccc(CBr)cc5)c5ccc2[nH]5)C(c2ccccc2)=C4c2ccccc2)C=C3)cc1,Toluene,NA,NA,NA,NA,383000,5.5832
BrCc1ccc(-c2c3nc(c(-c4ccc(CBr)cc4)c4ccc([nH]4)c(-c4ccc(CBr)cc4)c4nc(c(-c5ccc(CBr)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CHCl3,NA,NA,NA,NA,390000,5.5911
BrCc1cccc(-c2c3nc(c(-c4cccc(CBr)c4)c4ccc([nH]4)c(-c4cccc(CBr)c4)c4nc(c(-c5cccc(CBr)c5)c5ccc2[nH]5)C=C4)C=C3)c1,Acetone,NA,NA,NA,NA,631500,5.8004
BrCc1cccc(-c2c3nc(c(-c4cccc(CBr)c4)c4ccc([nH]4)c(-c4cccc(CBr)c4)c4nc(c(-c5cccc(CBr)c5)c5ccc2[nH]5)C=C4)C=C3)c1,DMSO,NA,NA,NA,NA,315000,5.4983
BrCc1cccc(-c2c3nc(c(-c4cccc(CBr)c4)c4ccc([nH]4)c(-c4cccc(CBr)c4)c4nc(c(-c5cccc(CBr)c5)c5ccc2[nH]5)C=C4)C=C3)c1,CHCl3,NA,NA,NA,NA,324000,5.5105
BrCCc1ccc(-c2c3nc(c(-c4ccc(CCBr)cc4)c4ccc([nH]4)c(-c4ccc(CCBr)cc4)c4nc(c(-c5ccc(CCBr)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CHCl3,NA,NA,NA,NA,305200,5.4846
BrCCCCCCc1c2nc(c(CCCCCCBr)c3ccc([nH]3)c(CCCCCCBr)c3nc(c(CCCCCCBr)c4ccc1[nH]4)C=C3)C=C2,CH2Cl2,NA,NA,NA,NA,440700,5.6441
BrCCCCCCCCOc1ccc(-c2c3nc(cc4ccc([nH]4)c(-c4ccccc4)c4nc(cc5ccc2[nH]5)C=C4)C=C3)cc1,CH2Cl2,NA,NA,NA,NA,191000,5.281
BrCCCCCCOc1ccc(-c2c3nc(c(-c4ccc(OCCCCCCBr)cc4)c4ccc([nH]4)c(-c4ccc(OCCCCCCBr)cc4)c4nc(c(-c5ccc(OCCCCCCBr)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CHCl3,NA,NA,NA,NA,450000,5.6532
BrCCCCCCOc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CHCl3,NA,NA,NA,NA,426580,5.63
BrCCCCCCOc1cccc(C2=C3C=CC(=N3)C(c3ccccc3)=c3ccc4n3[Zn+2]n3c2ccc3C(c2cccc(OCCCCCCBr)c2)=C2C=CC(=N2)C=4c2cccc(OCCCCCCBr)c2)c1,CHCl3,NA,NA,NA,NA,489779,5.69
BrCCCCCCOc1cccc(-c2c3nc(c(-c4cccc(OCCCCCCBr)c4)c4ccc([nH]4)c(-c4cccc(OCCCCCCBr)c4)c4nc(c(Br)c5ccc2[nH]5)C=C4)C=C3)c1,CHCl3,NA,NA,NA,NA,446684,5.65
BrCCCCCCOc1cccc(-c2c3nc(c(-c4cccc(OCCCCCCBr)c4)c4ccc([nH]4)c(-c4cccc(OCCCCCCBr)c4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)c1,CHCl3,NA,NA,NA,NA,331131,5.52
BrCCCCOc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,CH2Cl2,NA,NA,NA,NA,265000,5.4232
BrCCCCOc1ccc(-c2c3nc(c(-c4ccccc4)c4ccc([nH]4)c(-c4ccccc4)c4nc(c(-c5ccccc5)c5ccc2[nH]5)C=C4)C=C3)cc1,MeCN,NA,NA,NA,NA,343400,5.5358
